PROVINCIA	DENOMINACION GENÉRICA	LOCALIDAD	CÓDIGO	DENOMINACION ESPECÍFICA	DOMICILIO	CODPOSTAL	TELÉFONO	FAX	EMAIL
Teruel	Colegio Rural Agrupado	Santa Eulalia	44005074	Cuna del Jiloca	Cl. España, 10	44360	978 86 07 79	978 86 07 79	crastaeulalia@educa.aragon.es
Teruel	Colegio Rural Agrupado	Tramacastilla	44004495	SIERRA DE ALBARRACÍN	Cl. Magdalena, 32	44112	978 70 69 40	978 70 69 40	cratramacastilla@educa.aragon.es
Teruel	Conservatorio Profesional de Música	Alcañiz	44004331	JOSÉ PERIS LACASA	CL. Federico García Lorca, 18	44600	978 83 18 98	978 83 18 98	cpmalcaniz@educa.aragon.es
Teruel	Conservatorio Profesional de Música	Teruel	44004173	DE TERUEL	CL. CIUDAD ESCOLAR - EDIFICIO C.E.E. ARB	44001	978 60 57 14	978 60 57 14	cpmteruel@educa.aragon.es
Teruel	Equipos de Orientación Educativa y Psicopedagógica. Atención Temprana	Utrillas	44700104	DE UTRILLAS	Avda. Sres. Balsega, S/N	44760	978 75 83 56	978 75 83 55	eatutrillas@educa.aragon.es
Teruel	Equipos de Orientación Educativa y Psicopedagógica. Generales	Alcañiz	44700049	DE ALCAÑIZ	CL. JOSÉ PARDO SASTRÓN, 1	44600	978 83 28 81	978 83 28 81	eoepalcaniz@educa.aragon.es
Teruel	Equipos de Orientación Educativa y Psicopedagógica. Generales	Andorra	44700086	DE ANDORRA	Cl. San Isidro Labrador, 2	44500	978 84 34 78	978 84 34 78	eoepandorra@educa.aragon.es
Teruel	Equipos de Orientación Educativa y Psicopedagógica. Generales	Calamocha	44700098	DE CALAMOCHA	Cl. Melchor de Luzón, 6 - 2ª Planta	44200	978730597		eoepcalamocha@educa.aragon.es
Teruel	Equipos de Orientación Educativa y Psicopedagógica. Generales	Cantavieja	44700050	DE CANTAVIEJA	AVDA. MAESTRAZGO, 5				
Teruel	Equipos de Orientación Educativa y Psicopedagógica. Generales	Teruel	44700062	DE TERUEL	Cl. Miguel Servet, 2 Bajo	44002	978602693		eoepteruel@educa.aragon.es
Teruel	Equipos de Orientación Educativa y Psicopedagógica. Generales	Utrillas	44700074	DE UTRILLAS	Avda. Sres. Balsega, S/N	44760	978 75 83 55	978 75 83 55	eoeputrillas@educa.aragon.es
Teruel	Escuela de Arte	Teruel	44003284	ESCUELA DE ARTE DE TERUEL	Pza. De La Catedral, 8	44001	978 60 26 35	978 60 26 35	earteruel@educa.aragon.es
Teruel	Escuela de Educación Infantil	Aguaviva	44010562	DE AGUAVIVA	AVDA. PARRAS DE CASTELLOTE, 18	44560	978848234	978849906	ayunagua@arrakis.es
Teruel	Escuela de Educación Infantil	Albalate del Arzobispo	44010331	DE ALBALATE DEL ARZOBISPO	CL. EL PALOMAR, S/N	44540	978 81 39 80	978 81 31 16	ayuntamiento@albalatedelarzobispo.com
Teruel	Escuela de Educación Infantil	Albarracín	44010343	DE ALBARRACÍN	CAMI. DE GEA, S/N	44100	978700392	978710023	
Teruel	Escuela de Educación Infantil	Alcañiz	44010276	LA SELVETA	CL. CONCEPCIÓN GIMENO GIL, Nº 7, PLANTA BAJA	44600	978 83 00 83	978 83 00 83	
Teruel	Escuela de Educación Infantil	Alcorisa	44010112	DE ALCORISA	CL. FUENTE NUEVA, 15	44550	978 84 07 05	978 84 06 17	secretarioayto@alcorisa.org
Teruel	Escuela de Educación Infantil	Andorra	44010069	LA MALENA	Cl. Subida A La Virgen, S/N	44500	978 84 22 14	978 84 22 14	escuelamalena@terra.es
Teruel	Escuela de Educación Infantil	Beceite	44010665	MENUDETS	CL. La Pesquera, 3	44588	978850225		
Teruel	Escuela de Educación Infantil	Bronchales	44010574	DE BRONCHALES	CL. CARRETERA, 17-B	44367	608419386	978701085	
Teruel	Escuela de Educación Infantil	Calaceite	44010458	DE CALACEITE	AVDA. ARAGÓN, 2-4	44610	680 426 552	978 85 15 46	aytocalaceite@aragon.es
Teruel	Escuela de Educación Infantil	Calamocha	44010434	PRIMEROS PASOS	AVDA. CONSTITUCIÓN, 13	44200	978 73 08 25	978 73 05 17	scd@infonegocio.com
Teruel	Escuela de Educación Infantil	Calanda	44010136	DE CALANDA	CL. CAPUCHINOS, 2	44570	978 88 61 54	978 88 60 61	aytocalanda@aragon.es
Teruel	Escuela de Educación Infantil	Cantavieja	44010392	DE CANTAVIEJA	AVDA. MAESTRAZGO, 3	44140	964 18 50 01	964 18 50 01	ayuntamiento@cantavieja.es
Teruel	Escuela de Educación Infantil	Castelserás	44010148	SANTA BÁRBARA	CL. LA PARADA, S/N	44630	978 87 73 40	978 87 71 01	a.castelseras@mezquin.com
Teruel	Escuela de Educación Infantil	Cedrillas	44010197	EL PARQUE	CL. Basiliso Muñoz, S/N	44147	978 77 40 01	978 77 40 01	ayuncedrillas@terra.es
Teruel	Escuela de Educación Infantil	Cella	44010641	SARGANTESA	CL. Aguaperdida, S/N	44370	978650002	978653204	registro@cella.es
Teruel	Escuela de Educación Infantil	Codoñera (La)	44010240	LA CODOÑERA	AVDA. Isidoro Celma nº 6	44640	978 85 23 07	978 85 20 00	aytolacodonnera@aragon.es
Teruel	Escuela de Educación Infantil	Cretas	44010616	DE CRETAS	CL. Ermita, 7	44623	978 85 03 00		
Teruel	Escuela de Educación Infantil	Fortanete	44010461	DE FORTANETE	CL. SAN ANTONIO, 3	44143	978 77 82 25	978 77 83 20	ayuntamiento@fortanete.net
Teruel	Escuela de Educación Infantil	Foz-Calanda	44010367	LA REPLACETA	PZA. DE LA IGLESIA, S/N	44579	978846951		
Teruel	Escuela de Educación Infantil	Fresneda (La)	44010227	VIRGEN DE LAS NIEVES	CL. DEL PILAR, 21	44596	646 18 12 89	978 85 41 69	lafresnedaweb@terra.es
Teruel	Escuela de Educación Infantil	Híjar	44010321	EL CASTILLO	PLAZA DEL CASTILLO, Nº 6	44530	978 82 05 08	978 82 00 37	hijar@hijar.com
Teruel	Escuela de Educación Infantil	Mas de las Matas	44010628	DE MAS DE LAS MATAS	CL. Las Escuelas, S/N	44564			
Teruel	Escuela de Educación Infantil	Mata de los Olmos (La)	44010550	DE LA MATA DE LOS OLMOS	CL. BAJA, 52	44557	682721843	978849154	
Teruel	Escuela de Educación Infantil	Mazaleón	44010185	DE MAZALEÓN	CL. REHUERTA, 2	44621	978 89 86 92	978 89 87 08	madelriosanz@mazaleon.es
Teruel	Escuela de Educación Infantil	Monreal del Campo	44010306	RICARDA GONZALO DE LIRIA	CL. MARÍA MOLINER Nº 1	44300	978 86 30 08	978 86 37 90	ayuntamiento@monrealdelcampo.com
Teruel	Escuela de Educación Infantil	Monroyo	44010598	DE MONROYO	CL.MURO, 5	44652			
Teruel	Escuela de Educación Infantil	Montalbán	44010252	DE MONTALBÁN	CL. BALMES, Nº 7	44700	978 75 00 01	978 75 00 77	ayuntamiento@montalban.org
Teruel	Escuela de Educación Infantil	Moscardón	44010446	DE MOSCARDÓN	CL. SAN SEBASTIÁN, 15	44124	978705021		
Teruel	Escuela de Educación Infantil	Mosqueruela	44010379	SANTA ENGRACIA	CL. SANTA ENGRACIA, 5	44410	978 80 70 07	978 80 70 08	
Teruel	Escuela de Educación Infantil	Ojos Negros	44010173	DE OJOS NEGROS	TRAVESÍA DE LA PLAZA, 11	44313	978 86 52 57	978 86 52 86	aytoojosnegros@aragon.es
Teruel	Escuela de Educación Infantil	Puebla de Híjar (La)	44010422	DE LA PUEBLA DE HÍJAR	AVDA. ESTACIÓN, 2	44510	978 82 67 38	978 82 66 53	aytopuebladehijar@aragon.es
Teruel	Escuela de Educación Infantil	Rubielos de Mora	44010471	DE RUBIELOS DE MORA	CL. ESTERRADOR, 1	44415	978804621		
Teruel	Escuela de Educación Infantil	San Blas	44010380	DE TERUEL (SAN BLAS)	CL. LA IGLESIA, S/N	44195	978221839		
Teruel	Escuela de Educación Infantil	Santa Eulalia	44010513	DE SANTA EULALIA	CL. ESPAÑA, S/N	44360	978 86 00 00	978 86 00 00	leonor@santaeulaliadelcampo.com
Teruel	Escuela de Educación Infantil	Sarrión	44010409	DE SARRIÓN	AVDA. GOYA, 126	44460	606 35 72 31	978 78 00 84	ayuntamiento@sarrion.es
Teruel	Escuela de Educación Infantil	Terriente	44010586	DE TERRIENTE	CL. CARRETERA, 4	44120	978705046	978705046	aytobezas@terra.es
Teruel	Escuela de Educación Infantil	Teruel	44010483	DE TERUEL (BARRIO ARRABAL)	PZA. PIRINEOS, S/N	44071	978619900		
Teruel	Escuela de Educación Infantil	Torrecilla de Alcañiz	44010264	DE TORRECILLA DE ALCAÑIZ	CL. CARRETERA Nº 4	44640	978 85 21 27	978 85 21 27	ayto-torrecilla@mezquin.com
Teruel	Escuela de Educación Infantil	Urrea de Gaén	44010549	SEÑORA PABLA	AVDA. DE ÁNGEL GARGALLO, 16	44593	978821004	978821004	ayuntamiento@urreadegaen.com
Teruel	Escuela de Educación Infantil	Utrillas	44010291	DE UTRILLAS	CL. CONSTITUCIÓN, S/N	44760	978 75 70 01	978 75 82 22	ayuntamiento@utrillas.org
Teruel	Escuela de Educación Infantil	Valdealgorfa	44010124	LOS MONCHONES	CL. DIEGO RAMELLORE, 20	44594	978 85 70 00	978 85 70 00	ayuntamiento@valdealgorfa.com
Teruel	Escuela de Educación Infantil	Valderrobres	44010495	DE VALDERROBRES	CL. LOPE DE VEGA, 56	44580	978 89 03 09	978 89 03 08	eeivalderrobres@hotmail.com
Teruel	Escuela de Educación Infantil	Valjunquera	44010501	L'AIRASSA	CL. FERRANDO, 3	44595	978 89 90 45	978 85 41 00	aytovaljunquera@gmail.com
Teruel	Escuela de Educación Infantil	Villarquemado	44010410	DE VILLARQUEMADO	CL. LARGA, 55-A	44380	978 86 73 14	978 86 73 30	ayuntamiento@villarquemado.es
Teruel	Escuela de Educación Infantil	Villaspesa	44010525	DE TERUEL (VILLAESPESA)	CL. LA RAMBLA, 2	44190	978609120		
Teruel	Escuela de Educación Infantil	Villastar	44010631	DE VILLASTAR	CL. Camino Real S/N	44130			
Teruel	Escuela Hogar	Teruel	44003260	DE TERUEL	Cl. Leocadio Brun, 3	44003	978 60 32 33	978 60 32 33	ehteruel@educa.aragon.es
Teruel	Escuela Oficial de Idiomas	Alcañiz	44004446	DE ALCAÑIZ	Cl. José Pardo Sastrón, 1	44600	978 83 29 36	978 87 08 02	eoialcaniz@educa.aragon.es
Teruel	Escuela Oficial de Idiomas	Teruel	44004318	DE TERUEL	Juez Villanueva, 1	44002	978 62 05 57	978 62 05 57	eoiteruel@educa.aragon.es
Teruel	Escuela Pública de Música	Alcañiz	44005050	VIRGEN DE LOS PUEYOS	Avda. Aragón-Cantón Palmireno, S/N	44600	978 83 49 67	978 83 12 39	ssaenz@ayto_alcaniz.es
Teruel	Escuela Pública de Música	Alcorisa	44010008	ESCUELA DE MÚSICA	CL. FUENTE NUEVA, 15	44550	978 84 07 05	978 84 06 17	
Teruel	Escuela Pública de Música	Calaceite	44010604	DE CALACEITE	AVDA. DE ARAGÓN, 2-4; 1º	44610	978851209	978851546	aytocalaceite@aragon.es
Teruel	Escuela Pública de Música	Calanda	44005141	ESCUELA DE MÚSICA	CL. CAPUCHINOS, 2	44570	661 70 12 64	978 88 61 41	ayuntamiento@calanda.es
Teruel	Escuela Pública de Música	Escucha	44010288	SALVADOR SALVADOR NAVARRO	CL. SAN BARTOLOMÉ, 11	44770			
Teruel	Escuela Pública de Música	Teruel	44010215	CIUDAD DE TERUEL	Ctra. de Alcañiz, S/N (Edificio antiguo matadero)	44003	978 60 86 87	978 60 86 87	escuela@bandamusicateruel.com
Teruel	Escuela Pública de Música	Valderrobres	44010151	DE VALDERROBRES	CL. BELCHITE, 18	44580			
Teruel	Escuela Pública de Música y Danza	Andorra	44004604	ESCUELA DE MÚSICA Y DANZA DE ANDORRA	CL. ARAGON, 4	44500	978 84 34 62	978 88 00 94	
Teruel	Escuela Pública de Música y Danza	Monreal del Campo	44005219	ESCUELA DE MÚSICA Y DANZA	Cl. Gonzalo De Liria, 2 - 2ª Plta.	44300	978 86 33 73	978 86 33 73	
Teruel	Extensión de Escuela Oficial de Idiomas	Calamocha	44010045	DE TERUEL	Avda. Zaragoza, 42	44200	978 73 01 37	978 73 01 13	eoiteruel@educa.aragon.es eoicalamocha@educa.aragon.es
Teruel	Extensión de Escuela Oficial de Idiomas	Monreal del Campo	44010021	DE TERUEL	Cl. Gonzalo De Liria, 2	44300	978 62 05 57	978 62 05 57	eoiteruel@educa.aragon.es eoimonreal@educa.aragon.es
Teruel	Extensión de Escuela Oficial de Idiomas	Utrillas	44010033	DE ALCAÑIZ	Cl. Miguel Servet, 4	44760	978 75 80 50	978 75 67 38	
Teruel	Extensión de Escuela Superior de Diseño	Teruel	44010070	DE TERUEL	Pza. De La Catedral, 8	44001	978 60 26 35	978 60 26 35	eayoteruel@educa.aragob.es
Teruel	Guardería del Gobierno de Aragón	Alcañiz	44600021	SANTO ÁNGEL CUSTODIO	Avda. Aragón, s/n	44600	978 87 09 60	978 87 09 60	gisantoangel@educa.aragon.es
Teruel	Instituto de Educación Secundaria	Albarracín	44005207	LOBETANO	CAMI. DE GEA, 19	44100	978710215	978710215	iesalbarracin@educa.aragon.es
Teruel	Instituto de Educación Secundaria	Alcañiz	44005177	BAJO ARAGÓN	Cl. José Pardo Sastrón, S/N	44600	978 83 10 63	978 87 05 40	iesalcaniz@educa.aragon.es
Teruel	Instituto de Educación Secundaria	Alcorisa	44005098	DAMIÁN FORMENT	CL. MIGUEL DE CERVANTES, 1	44550	978 84 07 34	978 84 07 34	ies@alcorisa.org
Teruel	Instituto de Educación Secundaria	Andorra	44004653	PABLO SERRANO	CL. HERMANAS ZAPATA, 8	44500	978 84 21 62	978 84 42 24	iesandorra@educa.aragon.es
Teruel	Instituto de Educación Secundaria	Calamocha	44004045	VALLE DEL JILOCA	Avda. Zaragoza, 42	44200	978 73 01 37	978 73 01 13	iescalamocha@educa.aragon.es
Teruel	Instituto de Educación Secundaria	Calanda	44005104	VALLE DEL GUADALOPE	P.º Alcañiz, 27	44570	978 84 60 02	978 88 61 19	iescalanda@educa.aragon.es
Teruel	Instituto de Educación Secundaria	Cella	44005128	SIERRA PALOMERA	Cl. Partida El Carro, S/N	44370	978 65 33 12	978 65 35 42	iescella@educa.aragon.es
Teruel	Instituto de Educación Secundaria	Híjar	44004239	PEDRO LAÍN ENTRALGO	Cl. Bajada De San Antonio, S/N	44530	978 82 08 76	978 82 17 88	ieshijar@educa.aragon.es
Teruel	Instituto de Educación Secundaria	Monreal del Campo	44004665	SALVADOR VICTORIA	Cl. María Moliner, 4	44300	978 86 35 11	978 86 45 35	iesmonreal@educa.aragon.es
Teruel	Instituto de Educación Secundaria	Mora de Rubielos	44005116	GÚDAR-JAVALAMBRE	Avda. Ibáñez Martín, S/N	44400	978 80 04 09	978 80 04 09	iesmora@educa.aragob.es
Teruel	Instituto de Educación Secundaria	Teruel	44003211	SANTA EMERENCIANA	CL. Juez Villanueva, 1	44002	978 62 05 64	978 62 02 38	iessemteruel@educa.aragon.es
Teruel	Instituto de Educación Secundaria	Teruel	44003223	SEGUNDO DE CHOMÓN	CL. PABLO MONGUIÓ, 48	44003	978 625112	978 60 00 80	centro@iesch.org
Teruel	Instituto de Educación Secundaria	Teruel	44003235	VEGA DEL TURIA	Cl. Victor Pruneda, 1	44001	978 60 26 44	978 60 26 44	correo@iesvegadelturia.es
Teruel	Instituto de Educación Secundaria	Teruel	44003247	FRANCÉS DE ARANDA	Cl. Ciudad Escolar, S/N	44003	978 60 25 42	978 62 08 46	iesfrateruel@educa.aragon.es
Teruel	Instituto de Educación Secundaria	Utrillas	44004550	FERNANDO LÁZARO CARRETER	Cl. Miguel Servet, 3	44760	978 75 80 50	978 75 67 38	iesutrillas@educa.aragon.es
Teruel	Instituto de Educación Secundaria	Valderrobres	44004598	MATARRAÑA	Avda. Gral. Gutiérrez Mellado, S/N	44580	978 85 06 47	978 85 06 78	iesvalderrobres@educa.aragon.es
Teruel	Instituto de Formación Profesional Específica	San Blas	44003028	DE SAN BLAS	Bo. San Blas, S/N	44195	978 61 88 20	978 61 88 21	ifpeteruel@educa.aragon.es
Teruel	Residencia de Secundaria	Teruel	44010677	DE SANTA EMERENCIANA	Cl. Juez Villanueva, 1	44002	978 62 05 33		resseteruel@educa.aragon.es
Teruel	Sección de Instituto de Educación Secundaria	Cantavieja	44005190	SEGUNDO DE CHOMÓN	Avda. Maestrazgo, 5	44140	964 18 51 10	964 18 54 05	iescantavieja@educa.aragon.es
Zaragoza	Centro de Profesores y Recursos	Zaragoza	50700033	"Nº 2 ""JUAN DE LANUZA"""	CL. Buen Pastor, 4	50003	976 39 55 50	976 39 55 54	cprlanuza@hipocom.es
Zaragoza	Centro de Profesores y Recursos	Zaragoza	50700069	Nº1	Pº Reyes de Aragón, 20	50012	976 56 32 48	976 35 43 78	cprzaragoza1@educa.aragon.es
Zaragoza	Centro de Recursos	Zaragoza	50700240	CAREI	Cl. San Antonio Abad, 38	50010	976 71 30 25	976 54 12 89	carei@aragon.es
Zaragoza	Centro Docente de Formación Militar	Calatayud	50001180	ACADEMIA DE LOGÍSTICA DEL EJÉRCITO DE TIERRA	AVDA. DE LAS FUERZAS ARMADAS, S/N	50300	876 633000	876 633013	
Zaragoza	Centro Docente Privado Extranjero en España	Zaragoza	50006736	LYCÉE FRANÇAIS MOLIÈRE	Cl. Manuel Marraco Ramón, 8	50018	976 52 54 44	976 52 54 33	moliere-zaragoza@teleline.es
Zaragoza	Centro Privado Autorizado de Enseñanzas Deportivas	Ejea de los Caballeros	50019202	CENTRO NACIONAL DE ESTUDIOS DE TÉCNICOS DEPORTIVOS (CENETED). ESPECIALIDAD FÚTBOL	Pº Constitución, 136	50600	675 55 20 15	976 32 07 19	joseaanted@gmail.com
Zaragoza	Centro Privado Autorizado de Enseñanzas Deportivas	Remolinos	50017761	CENTRO NACIONAL DE ESTUDIOS DE TÉCNICOS DEPORTIVOS (CENETED). ESPECIALIDAD FÚTBOL	CL. PADRE ARRUPE, 13	50637		976 46 03 05	franciscofernandofutbol@hotmail.com
Zaragoza	Centro Privado Autorizado de Enseñanzas Deportivas	Utebo	50017515	CENTRO NACIONAL DE ESTUDIOS E INVESTIGACIÓN DE FÚTBOL SALA (CENEIFS)	Plaza Fueros de Aragón s/n (Centro Cultural María Moliner)	50180	976488991		
Zaragoza	Centro Privado Autorizado de Enseñanzas Deportivas	Zaragoza	50017722	CENTRO DE TECNIFICACIÓN DE LA FEDERACIÓN ARAGONESA DE FÚTBOL (CETEFA)	CL. MARÍA AUXILIADORA, 57	50009		976 53 36 99	federacion@futbolaragon.com
Zaragoza	Centro Privado Autorizado de Enseñanzas Deportivas	Zaragoza	50018003	ESCUELA ARAGONESA DE ENTRENADORES DE ATLETISMO	CL. POETA LUCIANO GRACIA, S/N (CENTRO ARAGONÉS DEL DEPORTE)	50018			
Zaragoza	Centro Privado Autorizado de Enseñanzas Deportivas	Zaragoza	50019172	Centro de Enseñanzas Deportivas Zaragoza (CENDEZA)	C\Rafael Alberti Nº5	50018			
Zaragoza	Centro Privado Autorizado de Enseñanzas Deportivas	Zaragoza	50019275	CENTRO DE ENSEÑANZAS DEPORTIVAS-ENTEDE	Cl. Tomás Anzano, 1	50012			
Zaragoza	Centro Privado Autorizado Elemental de Música	Zaragoza	50010442	NICCOLO PAGANINI	Cl. Zurita, 6	50000	976 21 49 99	976 42 94 33	info@cittadiroma.es
Zaragoza	Centro Privado Autorizado Elemental de Música	Zaragoza	50010454	ADAGIO	Cl. Residencial Paraíso, 5 - Bajos	50008	976 23 26 01	976 21 98 97	estudioadagio@hotmail.com
Zaragoza	Centro Privado Autorizado Elemental de Música	Zaragoza	50010910	SANTA CECILIA	Cl. Manuel Lasala Valdés, 6	50006	976 27 15 64	976 27 15 64	jorgesope@hotmail.com
Zaragoza	Centro Privado Autorizado Elemental de Música	Zaragoza	50011641	ANGEL MINGOTE	Cl. Andador De Los Hudies, 6-E, Bajos	50009	976 56 84 84	976 35 70 61	angelmingote@gmail.com
Zaragoza	Centro Privado Autorizado Elemental de Música	Zaragoza	50011653	RUBINSTEIN	Cl. Barcelona, 17	50017	976 33 23 46		academiarubinstein@msn.com
Zaragoza	Centro Privado Autorizado Elemental de Música	Zaragoza	50017047	ACTUR	Cl. Poeta León Felipe, 19-21	50018	976 74 40 07	976 74 40 07	fernandoromeroterrel@gmail.com
Zaragoza	Centro Privado Autorizado Profesional de Música	Zaragoza	50009804	J.R. SANTA MARÍA	Cl. San Jorge, 24	50001	976 29 57 20	976 29 02 61	cmusicasantamaria@irsmaria.e.telefonica.net
Zaragoza	Centro Privado Autorizado Profesional de Música	Zaragoza	50011604	CITTÁ DI ROMA	Cl. Pablo Remacha, 13	50013	976 59 71 36	976 42 94 33	cdroma@able.es
Zaragoza	Centro Privado Autorizado Superior de Diseño	Zaragoza	50017059	CENTRO DE DISEÑO HACER CREATIVO	Avda. Alcalde Sáinz De Varanda, 1 - 3	50009	976 40 03 25	976 56 49 52	
Zaragoza	Centro Privado de Educación de Personas Adultas	Zaragoza	50009324	O.S.C.U.S.	Cl. Boggiero,166	50003	976 43 20 90	976 28 19 96	
Zaragoza	Centro Privado de Educación de Personas Adultas	Zaragoza	50009725	CODEF	CL. San Roque, 5-7	50017	976 33 26 38	976 33 26 38	
Zaragoza	Centro Privado de Educación Especial	San Gregorio	50008630	CEDES	CL. SAN CRISTOBAL,4 BO.SAN GREGORIO	50015	976 51 51 21	976 52 68 85	fundacioncedes@yahoo.es
Zaragoza	Centro Privado de Educación Especial	Villamayor	50009488	LOS PUEYOS	Cl. Paso, 250	50162	976 57 02 44	976 57 02 44	cpueyos@infonegocio.com
Zaragoza	Centro Privado de Educación Especial	Zaragoza	50005616	SAN ANTONIO	Cami. Del Buro, 80	50011	976 33 19 40	976 32 86 50	eesanantonio@hotmail.com
Zaragoza	Centro Privado de Educación Especial	Zaragoza	50007376	LA PURÍSIMA PARA NIÑOS SORDOS	Cl. Corona De Aragón, 54	50009	976 55 27 49	976 55 27 49	lpurisimansz@planalfa.es
Zaragoza	Centro Privado de Educación Especial	Zaragoza	50007674	ATADES, CENTRO DE EDUCACIÓN ESPECIAL SAN MARTÍN DE PORRES	Cl. Octavio De Toledo, 2	50007	976 37 99 27	976 37 99 27	director.sanmartin@atades.org
Zaragoza	Centro Privado de Educación Especial	Zaragoza	50008915	SAN GERMÁN	Ctra. De Huesca, S/N	50020	976 51 65 22	976 73 02 38	aspacezaragoza@hotmail.com
Zaragoza	Centro Privado de Educación Especial	Zaragoza	50009646	EL CARIÑO	Ctra. Logroño, Km. 7,8	50011	976 33 89 76	976 33 89 76	colegioelcarino-zaragoza@hotmail.com
Zaragoza	Centro Privado de Educación Infantil	Belchite	50000734	SAN RAFAEL	Cl. San Ramón, 21	50130	976 83 00 59		
Zaragoza	Centro Privado de Educación Infantil	Calatayud	50017084	PEQUEAYUD	Cl. Fernández Ardavín, 3	50300	976 88 22 31		
Zaragoza	Centro Privado de Educación Infantil	Cartuja Baja	50017643	LA CARTUJA BAJA	CL. AUTONOMÍA DE ARAGÓN, 11	50720			
Zaragoza	Centro Privado de Educación Infantil	Casetas	50017205	NUESTRA SEÑORA DE LA ROSA	CL. SANTIAGO CASTILLO, 11	50620	976 77 10 49		
Zaragoza	Centro Privado de Educación Infantil	Casetas	50017850	EL DUENDE DEL BOSQUE	CL. SANTIAGO CASTILLO, 4	50620			el_duende_del_bosque@hotmail.com
Zaragoza	Centro Privado de Educación Infantil	Garrapinillos	50011771	GARRAPINIÑOS	Cl. Barón De La Linde, 14	50190	976 23 90 51	976 58 09 21	
Zaragoza	Centro Privado de Educación Infantil	María de Huerva	50017990	MI MUNDO	CL. ESCUELAS, 7- BAJOS	50430			
Zaragoza	Centro Privado de Educación Infantil	Nuez de Ebro	50018544	MIMOSINES	CL. ARRABAL, 2	50173			
Zaragoza	Centro Privado de Educación Infantil	Puebla de Alfindén (La)	50018490	PEDUGUINES	CL. MEDIODÍA, 5-7; BAJOS	50171			
Zaragoza	Centro Privado de Educación Infantil	San Mateo de Gállego	50017588	PEQUES	CL. SAN FRANCISCO DE PAULA, 55, BAJOS	50840	976 68 42 96		
Zaragoza	Centro Privado de Educación Infantil	Utebo	50018209	ZAGALICOS	CL. SAN FRANCISCO, 3	50180			
Zaragoza	Centro Privado de Educación Infantil	Utebo	50018696	RISETAS	CL. PUERTO RICO, 12	50180			
Zaragoza	Centro Privado de Educación Infantil	Utebo	50018854	MAGIC FOREST	PZA. JOAQUÍN SOROLLA, 2	50180			
Zaragoza	Centro Privado de Educación Infantil	Villamayor	50017217	ALDEAS INFANTILES SOS DE ESPAÑA	Cami. Del Molino, 100	50162	976 58 28 09		
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50005483	VIRGEN DE GUADALUPE	Cl. Isla De Yerba, 12	50012	976 75 40 82	976 75 40 80	
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50006670	CHILDREN	Cl. San Juan De La Peña, 181- Bloque 25	50015	976 51 66 01		vsantolaya@hotmail.com
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50006682	DIVINA PASTORA	Cl. Maestro Estremiana, 31-33	50006	976 27 10 42		colegio.divinapastora@hotmail.com
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50006931	JESÚS REPARADOR	Cl. Sancho Y Gil, 6	50001	976 22 13 88		
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50007005	MADRE DE DIOS DE BEGOÑA	Cl. Terminillo, 22-24	50017	976 33 81 19		
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50007613	BOSQUE TERNURA	Vía Hispanidad, 117	50011	976 33 24 50		
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50008964	MONTESSORI	Cl. Asín Y Palacios, 18	50009	976 30 61 10	976 56 21 43	
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50009142	HEIDI	Cl. Martín Abanto, 12	50013	976 41 19 48	976 41 19 48	ciheidi@ono.com
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50011628	TIC TAC	Cl. Pedro Arnal Cavero, 30	50014	976 28 54 99		
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50011756	PELUCHE	Cl. Pedro Cerbuna, 41	50009	976 56 00 05		
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50011768	LA CASITA DE NANY	Cl. Luís Legaz Lacambra, 2	50018	976 73 77 73		
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50011811	CHIQUITINES II	AVDA. SANTA ISABEL, 20	50003	976 57 73 70		
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50017001	ANDARINES	Cl. Matías Pastor Sancho, 2 , Blo. 4-5	50015	976 52 32 60		
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50017011	EDUCANDO	Cl. Río Cinca, 35	50003	976 28 29 97		ceieducando@gmail.com
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50017138	LA PEQUEÑA COMETA	Cl. Ildefonso Manuel Gil, 37	50018	976 73 04 72		
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50017163	FUNDACIÓN EL REFUGIO	Cl. Crespo De Agüero, 1	50004	976 22 18 37	976 22 18 37	
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50017175	NTRA. SRA. DE LOS DOLORES	Cl. Privilegio De La Unión, 39	50013	976 49 97 03	976 48 02 40	patronato@albadanet.com
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50017229	BOLANDRINA	Cl. Refugio, 9, Local	50001	976 20 39 24		bolandrina@hotmail.com
